TITLE,PDN11
DATA TYPE,
ORIGIN,JASCO
OWNER,
DATE,23/08/10
TIME,17:04:29
SPECTROMETER/DATA SYSTEM,
LOCALE,2052
RESOLUTION,
DELTAX,-0.2
XUNITS,NANOMETERS
YUNITS,CD [mdeg]
Y2UNITS,ABSORBANCE
Y3UNITS,HT [V]
Y4UNITS,LD [dOD]
FIRSTX,  250.0000
LASTX,  200.0000
NPOINTS,     251
FIRSTY,    -0.26328
MAXY,    34.71080
MINY,   -68.37720
XYDATA
250.0000,-0.263275,0.00237108,237.045,3.78419E-005
249.8000,-0.257207,0.00227115,237.071,4.16363E-005
249.6000,-0.2627,0.0021081,237.069,4.07069E-005
249.4000,-0.246241,0.00239574,237.087,2.29542E-005
249.2000,-0.273861,0.00275288,237.083,2.20691E-005
249.0000,-0.310158,0.00233431,237.06,2.45509E-005
248.8000,-0.367931,0.00230744,237.045,2.94227E-005
248.6000,-0.50469,0.0026226,237.038,2.9621E-005
248.4000,-0.675974,0.00290786,237.041,2.93385E-005
248.2000,-0.724181,0.00322657,237.028,2.35744E-005
248.0000,-0.812876,0.00372529,237.057,3.16865E-005
247.8000,-0.865349,0.00405282,237.09,3.32053E-005
247.6000,-0.935297,0.00422023,237.109,4.14549E-005
247.4000,-0.991301,0.00440237,237.13,4.89137E-005
247.2000,-1.08338,0.00471028,237.157,5.00106E-005
247.0000,-1.16536,0.00479059,237.181,4.99291E-005
246.8000,-1.26875,0.00495981,237.19,4.31356E-005
246.6000,-1.28551,0.00498667,237.214,4.31169E-005
246.4000,-1.307,0.00480581,237.223,4.11548E-005
246.2000,-1.4171,0.00499536,237.237,4.37384E-005
246.0000,-1.40301,0.00524185,237.245,4.32409E-005
245.8000,-1.4605,0.00535903,237.255,3.6946E-005
245.6000,-1.65489,0.00572192,237.268,3.46889E-005
245.4000,-1.7255,0.00603158,237.272,3.58588E-005
245.2000,-1.84261,0.00594291,237.272,3.80155E-005
245.0000,-1.94317,0.00637001,237.274,5.03864E-005
244.8000,-2.10679,0.00660446,237.275,5.76647E-005
244.6000,-2.19819,0.00688522,237.277,5.63945E-005
244.4000,-2.42992,0.00710538,237.283,5.79741E-005
244.2000,-2.58049,0.0071189,237.288,6.28153E-005
244.0000,-2.74724,0.00743563,237.307,5.98303E-005
243.8000,-2.87018,0.00774923,237.337,5.83524E-005
243.6000,-3.08537,0.0083935,237.371,5.66483E-005
243.4000,-3.21535,0.00847846,237.401,5.66716E-005
243.2000,-3.30248,0.00913628,237.445,4.42456E-005
243.0000,-3.50393,0.009692,237.496,4.8264E-005
242.8000,-3.68555,0.0103639,237.547,5.08431E-005
242.6000,-3.83591,0.0113107,237.585,4.61487E-005
242.4000,-3.99643,0.0122331,237.636,5.32712E-005
242.2000,-4.24928,0.012688,237.676,4.73505E-005
242.0000,-4.46394,0.0132552,237.737,4.71742E-005
241.8000,-4.73632,0.0139629,237.777,4.31667E-005
241.6000,-5.01915,0.0147284,237.834,5.02973E-005
241.4000,-5.27117,0.015338,237.877,5.49761E-005
241.2000,-5.55631,0.0160191,237.925,5.79107E-005
241.0000,-5.87819,0.0167302,237.989,6.90403E-005
240.8000,-6.24491,0.0170722,238.065,6.56016E-005
240.6000,-6.49452,0.0176987,238.145,7.57572E-005
240.4000,-6.81798,0.018533,238.22,7.9583E-005
240.2000,-7.08584,0.0192859,238.296,8.67232E-005
240.0000,-7.53023,0.020554,238.414,9.19093E-005
239.8000,-7.90173,0.0216291,238.512,8.71193E-005
239.6000,-8.24092,0.0224882,238.604,9.16505E-005
239.4000,-8.68993,0.023625,238.723,9.19171E-005
239.2000,-9.24209,0.025352,238.864,9.28814E-005
239.0000,-9.71965,0.0268721,239.021,9.4706E-005
238.8000,-10.2441,0.0283601,239.183,0.000100879
238.6000,-10.7691,0.0299272,239.338,9.46639E-005
238.4000,-11.1247,0.0311916,239.488,9.17363E-005
238.2000,-11.7556,0.0323949,239.647,9.61728E-005
238.0000,-12.1541,0.0340595,239.804,9.27738E-005
237.8000,-12.6392,0.0355817,239.975,9.63845E-005
237.6000,-13.0294,0.0369369,240.122,0.000104113
237.4000,-13.6348,0.0389878,240.306,0.000106499
237.2000,-14.1325,0.0408465,240.474,0.000102505
237.0000,-14.6076,0.0426952,240.658,0.000103245
236.8000,-15.049,0.044172,240.805,0.000108574
236.6000,-15.5696,0.0461371,240.995,0.000108291
236.4000,-16.0754,0.0482052,241.196,0.000111138
236.2000,-16.7755,0.0504339,241.422,0.000110308
236.0000,-17.4445,0.0520846,241.618,0.000113925
235.8000,-18.0728,0.0539115,241.824,0.000110161
235.6000,-18.6803,0.0558096,242.04,0.000121395
235.4000,-19.363,0.0579087,242.26,0.000126491
235.2000,-20.1344,0.0598552,242.478,0.000127228
235.0000,-20.8447,0.0624015,242.717,0.000133404
234.8000,-21.4769,0.0645363,242.933,0.000136536
234.6000,-22.3728,0.0670664,243.176,0.000137168
234.4000,-23.1258,0.0694103,243.418,0.000144706
234.2000,-23.8327,0.0719167,243.671,0.000143404
234.0000,-24.5854,0.0748366,243.95,0.000143398
233.8000,-25.3138,0.0775424,244.201,0.000146101
233.6000,-26.1204,0.0806047,244.471,0.000157686
233.4000,-26.902,0.0835437,244.751,0.00015963
233.2000,-27.9008,0.086955,245.065,0.000166153
233.0000,-28.9069,0.0906228,245.412,0.000175716
232.8000,-29.8391,0.0942057,245.764,0.000184359
232.6000,-30.7547,0.0975547,246.086,0.000180655
232.4000,-31.7993,0.100638,246.411,0.000181781
232.2000,-32.5442,0.103412,246.699,0.000175818
232.0000,-33.3073,0.106099,246.981,0.000165853
231.8000,-34.1576,0.108836,247.254,0.000164945
231.6000,-34.7571,0.111308,247.491,0.000165676
231.4000,-35.4346,0.114147,247.775,0.000168692
231.2000,-36.1319,0.11718,248.052,0.000166774
231.0000,-37.151,0.121235,248.391,0.000159653
230.8000,-37.9693,0.124521,248.67,0.000160872
230.6000,-38.852,0.127874,248.935,0.00015994
230.4000,-39.7869,0.131843,249.232,0.000163795
230.2000,-40.6434,0.135487,249.523,0.000177909
230.0000,-41.459,0.139064,249.84,0.000181936
229.8000,-42.3121,0.142778,250.174,0.000179416
229.6000,-43.0248,0.145883,250.487,0.00018046
229.4000,-43.8291,0.149774,250.877,0.000186318
229.2000,-44.6457,0.153388,251.252,0.000192808
229.0000,-45.4855,0.157475,251.663,0.00019207
228.8000,-46.1942,0.161454,252.099,0.000192826
228.6000,-46.9851,0.165136,252.521,0.000201464
228.4000,-47.7348,0.169223,252.997,0.000197401
228.2000,-48.545,0.173022,253.416,0.000193942
228.0000,-49.4563,0.177385,253.867,0.000191788
227.8000,-50.1607,0.18089,254.262,0.00018916
227.6000,-51.0726,0.185062,254.719,0.000194202
227.4000,-51.7761,0.188475,255.13,0.000193231
227.2000,-52.4887,0.192406,255.539,0.000193298
227.0000,-53.1098,0.196513,255.955,0.000186805
226.8000,-53.7537,0.20017,256.322,0.000189387
226.6000,-54.2413,0.204066,256.72,0.000191381
226.4000,-54.7412,0.207879,257.125,0.000192308
226.2000,-55.23,0.211451,257.482,0.000193187
226.0000,-55.6832,0.215746,257.901,0.000196745
225.8000,-56.1024,0.220392,258.367,0.000190509
225.6000,-56.5947,0.224786,258.81,0.000187826
225.4000,-57.0707,0.229019,259.242,0.00018641
225.2000,-57.5358,0.233142,259.666,0.000178995
225.0000,-57.9213,0.237293,260.1,0.000178216
224.8000,-58.3385,0.241883,260.554,0.000181562
224.6000,-58.6723,0.245905,260.937,0.000180914
224.4000,-59.0249,0.250207,261.386,0.000177258
224.2000,-59.4032,0.254738,261.833,0.000178345
224.0000,-59.6552,0.259283,262.283,0.000184647
223.8000,-60.053,0.263761,262.732,0.000177179
223.6000,-60.1379,0.268507,263.201,0.000180342
223.4000,-60.2724,0.272696,263.616,0.000188121
223.2000,-60.5254,0.277487,264.086,0.000187216
223.0000,-60.6994,0.282181,264.571,0.000188934
222.8000,-60.8271,0.286915,265.064,0.000189546
222.6000,-60.9484,0.292905,265.655,0.000191941
222.4000,-61.0431,0.299145,266.272,0.000192801
222.2000,-60.9549,0.304692,266.826,0.000187217
222.0000,-61.005,0.310328,267.399,0.000179086
221.8000,-61.0494,0.31597,267.986,0.000173788
221.6000,-61.122,0.321136,268.506,0.000162949
221.4000,-61.0823,0.326496,269.041,0.00015458
221.2000,-60.9909,0.332811,269.66,0.000151873
221.0000,-61.0225,0.339286,270.292,0.000147207
220.8000,-60.9164,0.345638,270.91,0.00014446
220.6000,-60.841,0.352072,271.545,0.000155946
220.4000,-60.8114,0.358536,272.177,0.000155953
