250,-0.328118,0.00265245,237.067,-5.75E-05,Control
249.8,-0.317215,0.00242276,237.082,-4.88E-05,Control
249.6,-0.401726,0.00243771,237.095,-4.21E-05,Control
249.4,-0.423249,0.00257373,237.1,-4.99E-05,Control
249.2,-0.533871,0.00318012,237.116,-5.06E-05,Control
249,-0.509253,0.00317065,237.125,-4.89E-05,Control
248.8,-0.563562,0.00290082,237.091,-4.81E-05,Control
248.6,-0.672302,0.00344623,237.102,-4.92E-05,Control
248.4,-0.734265,0.00325142,237.068,-4.84E-05,Control
248.2,-0.74705,0.0035514,237.053,-5.15E-05,Control
248,-0.788142,0.00325054,237.02,-5.35E-05,Control
247.8,-0.782075,0.00319792,237.024,-5.13E-05,Control
247.6,-0.827731,0.00332393,237.039,-5.19E-05,Control
247.4,-0.887039,0.00332811,237.046,-4.64E-05,Control
247.2,-0.902933,0.00341467,237.057,-5.05E-05,Control
247,-0.949037,0.00378948,237.104,-5.25E-05,Control
246.8,-1.03349,0.00407114,237.121,-5.32E-05,Control
246.6,-1.10083,0.00435438,237.165,-5.51E-05,Control
246.4,-1.1351,0.00426889,237.181,-5.84E-05,Control
246.2,-1.23308,0.00472664,237.216,-5.69E-05,Control
246,-1.19488,0.00509005,237.233,-5.30E-05,Control
245.8,-1.22975,0.00518964,237.241,-5.52E-05,Control
245.6,-1.47924,0.00557892,237.257,-5.08E-05,Control
245.4,-1.58475,0.00580715,237.254,-4.85E-05,Control
245.2,-1.57208,0.00556101,237.242,-4.38E-05,Control
245,-1.72421,0.00574125,237.225,-3.10E-05,Control
244.8,-1.80325,0.00545241,237.185,-3.00E-05,Control
244.6,-1.95959,0.00565939,237.182,-2.78E-05,Control
244.4,-2.17433,0.0059931,237.196,-2.76E-05,Control
244.2,-2.36284,0.0058795,237.191,-2.67E-05,Control
244,-2.51351,0.00605839,237.2,-3.07E-05,Control
243.8,-2.66434,0.00644109,237.235,-3.14E-05,Control
243.6,-2.88625,0.00727674,237.285,-2.69E-05,Control
243.4,-3.0463,0.00780999,237.349,-2.23E-05,Control
243.2,-3.17992,0.00887995,237.425,-2.47E-05,Control
243,-3.33287,0.00955195,237.485,-2.25E-05,Control
242.8,-3.50426,0.0101153,237.527,-1.67E-05,Control
242.6,-3.66539,0.0115006,237.6,-1.88E-05,Control
242.4,-3.79821,0.0121977,237.634,-1.41E-05,Control
242.2,-3.9445,0.0129795,237.699,-1.43E-05,Control
242,-4.13141,0.0137942,237.779,-1.75E-05,Control
241.8,-4.325,0.014356,237.807,-2.13E-05,Control
241.6,-4.56677,0.0150662,237.861,-2.23E-05,Control
241.4,-4.72725,0.0154051,237.882,-1.70E-05,Control
241.2,-5.05675,0.0165105,237.963,-1.60E-05,Control
241,-5.30761,0.0169283,238.004,-1.32E-05,Control
240.8,-5.65236,0.017345,238.086,-1.25E-05,Control
240.6,-5.87156,0.0178214,238.155,-1.19E-05,Control
240.4,-6.14963,0.0189647,238.253,-9.62E-06,Control
240.2,-6.43725,0.0195256,238.315,-6.57E-06,Control
240,-6.7456,0.0207184,238.427,-4.32E-06,Control
239.8,-7.0617,0.0219096,238.534,-8.21E-06,Control
239.6,-7.30862,0.0224746,238.602,-3.97E-06,Control
239.4,-7.59623,0.0234793,238.712,3.93E-07,Control
239.2,-7.98565,0.0250425,238.839,7.37E-07,Control
239,-8.4228,0.0262178,238.969,2.86E-06,Control
238.8,-8.83875,0.0271097,239.085,8.23E-06,Control
238.6,-9.25204,0.0286197,239.235,3.89E-06,Control
238.4,-9.63665,0.0297059,239.371,1.02E-05,Control
238.2,-10.1573,0.0310586,239.542,1.38E-05,Control
238,-10.652,0.0327454,239.701,9.79E-06,Control
237.8,-11.1792,0.034286,239.873,1.11E-05,Control
237.6,-11.6317,0.0353168,239.995,1.45E-05,Control
237.4,-12.2068,0.0368928,240.141,2.11E-05,Control
237.2,-12.6666,0.0388849,240.319,2.39E-05,Control
237,-13.1982,0.040692,240.501,2.63E-05,Control
236.8,-13.5828,0.0418456,240.622,3.26E-05,Control
236.6,-14.1186,0.043415,240.781,3.44E-05,Control
236.4,-14.5703,0.0453481,240.97,4.27E-05,Control
236.2,-15.0726,0.0471029,241.159,3.45E-05,Control
236,-15.6493,0.0488794,241.365,4.01E-05,Control
235.8,-16.1231,0.0510544,241.598,2.86E-05,Control
235.6,-16.6436,0.0531451,241.83,3.77E-05,Control
235.4,-17.1791,0.0545462,241.994,3.68E-05,Control
235.2,-17.7622,0.0565855,242.219,4.02E-05,Control
235,-18.303,0.0592719,242.469,4.80E-05,Control
234.8,-18.8568,0.0613258,242.678,4.44E-05,Control
234.6,-19.5877,0.0635925,242.9,5.33E-05,Control
234.4,-20.2277,0.0661572,243.16,6.27E-05,Control
234.2,-20.9114,0.068365,243.389,6.12E-05,Control
234,-21.5944,0.0705002,243.605,6.44E-05,Control
233.8,-22.2318,0.0729196,243.833,7.23E-05,Control
233.6,-23.033,0.0760261,244.106,8.05E-05,Control
233.4,-23.7973,0.0789348,244.383,7.36E-05,Control
233.2,-24.6608,0.0820713,244.675,6.94E-05,Control
233,-25.5524,0.0851581,244.975,6.91E-05,Control
232.8,-26.3661,0.0883447,245.295,7.07E-05,Control
232.6,-27.1022,0.0914604,245.598,7.39E-05,Control
232.4,-28.0571,0.0952149,245.976,7.53E-05,Control
232.2,-28.7006,0.0974298,246.219,6.92E-05,Control
232,-29.2945,0.0999834,246.489,7.07E-05,Control
231.8,-30.0325,0.102475,246.742,8.08E-05,Control
231.6,-30.5717,0.104687,246.958,8.74E-05,Control
231.4,-31.1981,0.108032,247.282,9.32E-05,Control
231.2,-31.8547,0.110986,247.553,9.19E-05,Control
231,-32.7523,0.114577,247.853,8.97E-05,Control
230.8,-33.436,0.117813,248.128,8.85E-05,Control
230.6,-34.2185,0.121077,248.385,8.94E-05,Control
230.4,-35.0316,0.125092,248.685,9.57E-05,Control
230.2,-35.7798,0.128117,248.925,9.15E-05,Control
230,-36.4608,0.131242,249.205,9.30E-05,Control
229.8,-37.1198,0.134958,249.539,8.53E-05,Control
229.6,-37.7898,0.137555,249.81,8.87E-05,Control
229.4,-38.5446,0.141366,250.193,9.19E-05,Control
229.2,-39.3067,0.144787,250.551,8.93E-05,Control
229,-39.989,0.148726,250.949,9.06E-05,Control
228.8,-40.66,0.152795,251.391,8.51E-05,Control
228.6,-41.5719,0.156306,251.798,9.13E-05,Control
228.4,-42.3029,0.160303,252.266,9.88E-05,Control
228.2,-43.0593,0.163651,252.647,9.66E-05,Control
228,-43.7888,0.167774,253.077,9.78E-05,Control
227.8,-44.3872,0.171224,253.466,9.89E-05,Control
227.6,-45.1465,0.175107,253.899,0.000112863,Control
227.4,-45.7453,0.178192,254.282,0.000111575,Control
227.2,-46.404,0.181996,254.679,0.000115945,Control
227,-46.7258,0.185869,255.074,0.000116315,Control
226.8,-47.2296,0.189668,255.452,0.000119665,Control
226.6,-47.7306,0.193452,255.84,0.000123209,Control
226.4,-48.1772,0.197262,256.243,0.000125491,Control
226.2,-48.7349,0.200616,256.581,0.000128541,Control
226,-49.0986,0.20468,256.98,0.000130048,Control
225.8,-49.6749,0.209087,257.425,0.000123309,Control
225.6,-49.9973,0.21289,257.817,0.000123226,Control
225.4,-50.3929,0.21664,258.208,0.000123324,Control
225.2,-50.9087,0.220371,258.597,0.000108661,Control
225,-51.1761,0.224511,259.029,0.000110316,Control
224.8,-51.5798,0.228742,259.451,0.000113599,Control
224.6,-51.756,0.232514,259.811,0.000109188,Control
224.4,-51.9537,0.236479,260.23,0.000104519,Control
224.2,-52.2289,0.240761,260.655,0.000111348,Control
224,-52.4095,0.244973,261.076,0.000119335,Control
223.8,-52.7682,0.249396,261.518,0.000111353,Control
223.6,-52.981,0.253852,261.961,0.00011453,Control
223.4,-53.1674,0.257778,262.352,0.000109373,Control
223.2,-53.3749,0.262053,262.776,0.00011493,Control
223,-53.618,0.266455,263.234,0.000119278,Control
222.8,-53.7608,0.271165,263.724,0.00011933,Control
222.6,-53.9344,0.276611,264.266,0.000124878,Control
222.4,-54.0345,0.282343,264.837,0.000119955,Control
222.2,-54.0085,0.287438,265.35,0.00012261,Control
222,-54.0424,0.292622,265.882,0.000123195,Control
221.8,-54.0478,0.297892,266.434,0.000123284,Control
221.6,-54.0926,0.302731,266.923,0.000115018,Control
221.4,-53.9342,0.307606,267.414,0.000100287,Control
221.2,-53.964,0.313369,267.983,9.79E-05,Control
221,-53.9895,0.319444,268.577,8.96E-05,Control
220.8,-53.9122,0.325367,269.155,8.36E-05,Control
220.6,-53.8963,0.331514,269.76,9.07E-05,Control
220.4,-53.7936,0.337532,270.351,9.09E-05,Control
220.2,-53.732,0.344796,271.036,8.94E-05,Control
220,-53.6192,0.35095,271.645,9.33E-05,Control
219.8,-53.506,0.357461,272.276,0.000108618,Control
219.6,-53.3967,0.363674,272.887,0.000100228,Control
219.4,-53.2706,0.369645,273.489,0.000105888,Control
219.2,-53.1442,0.375402,274.092,0.000107017,Control
219,-53.0639,0.382301,274.777,0.000102557,Control
218.8,-53.0047,0.388359,275.384,9.70E-05,Control
218.6,-52.8393,0.394077,275.979,0.000103634,Control
218.4,-52.7336,0.398971,276.511,0.000110001,Control
218.2,-52.6026,0.405849,277.255,0.000105113,Control
218,-52.4844,0.410919,277.782,0.000103454,Control
217.8,-52.3747,0.41721,278.401,0.000106835,Control
217.6,-52.2434,0.423307,279.012,0.000108163,Control
217.4,-52.1554,0.429348,279.641,0.000109748,Control
217.2,-51.9176,0.434316,280.16,0.000111741,Control
217,-51.8084,0.441036,280.808,0.000105427,Control
216.8,-51.546,0.447388,281.423,9.46E-05,Control
216.6,-51.374,0.454193,282.066,9.03E-05,Control
216.4,-51.3736,0.461072,282.719,9.13E-05,Control
216.2,-51.2549,0.466721,283.295,9.32E-05,Control
216,-51.2174,0.473123,283.953,8.88E-05,Control
215.8,-51.1223,0.478834,284.551,8.28E-05,Control
215.6,-51.0908,0.48591,285.237,7.53E-05,Control
215.4,-51.1115,0.492544,285.931,6.53E-05,Control
215.2,-51.1502,0.498596,286.546,5.56E-05,Control
215,-51.2747,0.505558,287.251,5.00E-05,Control
214.8,-51.2901,0.513213,287.975,4.21E-05,Control
214.6,-51.3177,0.51965,288.62,4.99E-05,Control
214.4,-51.4184,0.526849,289.334,4.57E-05,Control
214.2,-51.4077,0.533177,289.97,4.53E-05,Control
214,-51.4494,0.540526,290.709,3.80E-05,Control
213.8,-51.4021,0.547971,291.453,3.01E-05,Control
213.6,-51.5321,0.554987,292.131,3.68E-05,Control
213.4,-51.6866,0.562486,292.885,3.02E-05,Control
213.2,-51.7532,0.570178,293.667,3.36E-05,Control
213,-51.9014,0.577769,294.459,3.20E-05,Control
212.8,-52.0534,0.585535,295.257,2.82E-05,Control
212.6,-52.3528,0.595003,296.208,2.76E-05,Control
212.4,-52.515,0.603453,297.075,2.38E-05,Control
212.2,-52.8607,0.611906,297.952,3.22E-05,Control
212,-53.2944,0.620455,298.858,3.13E-05,Control
211.8,-53.6903,0.629186,299.793,3.75E-05,Control
211.6,-54.1243,0.63901,300.859,4.25E-05,Control
211.4,-54.4338,0.648222,301.848,3.38E-05,Control
211.2,-54.7289,0.657591,302.852,2.23E-05,Control
211,-55.1981,0.666675,303.84,2.81E-05,Control
210.8,-55.5332,0.675072,304.727,2.75E-05,Control
210.6,-56.3163,0.684836,305.758,1.78E-05,Control
210.4,-56.7525,0.694646,306.812,2.62E-05,Control
210.2,-57.266,0.705787,308.008,2.14E-05,Control
210,-57.6279,0.716005,309.092,1.75E-05,Control
209.8,-58.054,0.726414,310.207,1.48E-05,Control
209.6,-58.6462,0.736899,311.339,5.77E-07,Control
209.4,-58.9142,0.747804,312.52,2.90E-06,Control
209.2,-59.3769,0.759892,313.87,-5.39E-06,Control
209,-59.6875,0.771145,315.148,-1.25E-05,Control
208.8,-59.9108,0.782274,316.416,-1.85E-05,Control
208.6,-60.1392,0.793756,317.735,-2.18E-05,Control
208.4,-60.3035,0.807277,319.267,-1.83E-05,Control
208.2,-60.3923,0.821056,320.854,-1.13E-05,Control
208,-60.4617,0.834902,322.47,-1.26E-05,Control
207.8,-60.3251,0.849094,324.131,-1.16E-05,Control
207.6,-59.6823,0.866642,326.233,-6.42E-06,Control
207.4,-59.2042,0.879646,327.8,-1.63E-05,Control
207.2,-58.5837,0.894551,329.592,-2.78E-05,Control
207,-57.9433,0.907504,331.199,-3.23E-05,Control
206.8,-57.2723,0.919124,332.63,-5.07E-05,Control
